year,southEast,policy,antiInstPer,posAffPer,affect,approval_pres,approval_rep,democrat,Inc_dem,seniority,nominate_dim1,nominate_dim2,op_ideo,pid7,ideo5,white,hispanic,black,educ,faminc,unionmember,ageless18,age65plus,armedforces,foreignborn,poverty,unemp_clf,college,nilf,medinc,gini,economic,demHvote,dem_normal,uncontested,PRIMARYD,PRIMARYR,GENERALD,wongeneralD,numcandsD,numcandsR,primaryvote,primarychall
2017,0,0.5251641138,0.1225382932,0.05142231947,0.56783372,2.212838374,3.348064255,1,1,3,-0.366,-0.093,-0.20244792,2.719804141,2.947407377,0.36416197,0.1104086379,0.06756743,0.4736203503,7.916722019,0.5118556,0.23340729,0.1321004,0.00094161049,0.34697643,0.057921536,0.038659289,0.28182328,0.32763591,0.49386999,0.42359999,3.1959367,0.73766798,0.7228201,0,0.7650291711,0.2349708289,0.7376679532,1,1,1,0.76502919,1
2017,0,0.623853211,0.004587155963,0.0871559633,0.15137614,2.643886972,2.804920145,1,1,7,-0.193,0.456,-0.27164415,4.137766839,2.93218814,0.29181075,0.08521361898,0.06783025,0.1519043448,5.57100015,0.45837444,0.30106881,0.10365885,0.00084501092,0.24316408,0.23503041,0.11240461,0.088329196,0.41532877,0.2194,0.47220001,-4.7238226,0.58034843,0.60473609,0,0.5591463866,0.3284463687,0.5803484246,1,1,2,0.5591464,1
2017,0,0.806101496,0.1369903197,0.02874743326,0.31299502,2.304218759,3.386590202,1,1,1,-0.543,-0.281,-0.38424006,2.85424005,2.725787076,0.42365348,0.1042006867,0.031617004,0.550840608,7.011340697,0.36859158,0.20967485,0.1222037,0.00048051923,0.49249065,0.058678649,0.040712811,0.29567686,0.31997436,0.54492003,0.4201,3.6169729,1,0.7536093,1,0.3907981263,0.09176350479,0.6100895399,1,3,2,0.39079812,3
2017,0,0.7075098814,0.05533596838,0.0395256917,0.256917,1.490253101,3.694758841,1,1,13,-0.381,-0.414,-0.43392187,2.854514323,2.902971903,0.76494992,0.05664203144,0.027768044,0.4731825861,7.906368916,0.4398562,0.22056881,0.15435167,0.00096365815,0.30236748,0.060312573,0.033898003,0.30518767,0.34083903,0.60456002,0.49919999,4.3129511,0.71144998,0.75618082,0,0.6819716269,0.243981893,0.7114500046,1,2,1,0.68197161,2
2017,0,0.8356164384,0.2191780822,0.03424657534,0.34931508,2.616563881,3.198039069,1,1,12,-0.401,-0.432,-0.10685865,3.543833507,2.968927148,0.47851321,0.1847501982,0.039524578,0.5058765062,7.790614667,0.54015011,0.23167975,0.12744805,0.00074836978,0.35612708,0.085304931,0.049505021,0.23307058,0.31996274,0.38327,0.4517,1.3302363,0.73944432,0.73867416,0,0.7607756491,0.2392243509,0.7394443247,1,1,1,0.76077563,1
2017,0,0.7524752475,0.01732673267,0.03465346535,0.10891089,2.325666706,3.5387356,1,1,1,-0.299,0.083,-0.43376914,3.000529968,2.720393305,0.29187089,0.1678857182,0.030000299,0.3674818846,6.086374593,0.25646025,0.24389024,0.13546987,0.015263568,0.25898734,0.1187631,0.05534086,0.16807203,0.37365827,0.29876,0.46470001,-0.41065466,0.70753074,0.74214214,0,0.7083025137,0.1984139495,0.7075307575,1,1,1,0.7083025,1
2017,0,0.603960396,0.0297029703,0.0297029703,0.03960396,1.595265847,2.29240659,0,0,3,0.262,0.387,-0.22529899,2.573396264,3.100459095,0.17445144,0.01059544134,0.045714471,0.1709418096,5.52676887,0.37421513,0.30622989,0.088931546,0.015216834,0.28838354,0.22823301,0.1060537,0.06481076,0.42733178,0.2103,0.4492,-4.7258143,0.43261737,0.56463629,0,0.2420698031,0.5402509904,0.4326173645,0,2,1,0.54025102,1
2017,0,0.35,0,0,0.15000001,2.326364461,3.165743129,0,0,8,0.45,0.223,-0.19761702,3.182437507,2.936685476,0.47618645,0.07185227472,0.041610472,0.1352129861,6.170195594,0.45364764,0.28487158,0.12511687,0.0024335897,0.17928067,0.16120031,0.072187424,0.1639179,0.3753809,0.29831001,0.45820001,-1.4458911,0.32434905,0.44861984,0,0.2969513185,0.6380612983,0.3243490548,0,1,2,0.63806129,2
2017,0,0.7291311755,0.03407155026,0.1277683135,0.26064736,2.91849023,2.925580792,0,0,6,0.454,0.234,0.029488474,3.806513354,3.048257603,0.77058816,0.04124150511,0.076764271,0.1981633321,5.203501511,0.57296997,0.27337447,0.12711458,0.0063227597,0.14072597,0.16502838,0.087730557,0.13691938,0.42348632,0.29058,0.46630001,-2.2361984,0.30824888,0.38935441,0,0.2744841044,0.5546041039,0.3082488907,0,1,3,0.55460411,3
2017,0,0.7755102041,0.04373177843,0.02040816327,0.14285715,2.386788911,3.112829059,1,1,1,-0.298,0.109,-0.26462528,3.567237136,2.812523057,0.51015413,0.05899017957,0.027421977,0.4440136923,6.045513895,0.27890259,0.2049216,0.16678602,0.0099989278,0.17946979,0.12098172,0.051442128,0.20954002,0.38042834,0.31090999,0.46869999,0.12315939,0.53419089,0.59562659,0,0.3193847219,0.2045203121,0.5341908666,1,4,3,0.31938472,4
2017,0,0.469924812,0.01879699248,0.03007518797,0.063909777,2.571587343,2.712479164,0,0,2,0.397,0.188,-0.13535571,3.77647546,3.150602885,0.42544082,0.06632154668,0.094156459,0.3404397648,7.116032683,0.35323814,0.26020706,0.11801153,0.0010092884,0.19776873,0.11258522,0.059075203,0.18653765,0.37967861,0.35371,0.4436,0.11109866,0.4686994,0.52601272,0,0.2904602624,0.4825793465,0.4686993847,0,2,2,0.48257935,2
2017,0,0.7,0.01078431373,0.0137254902,0.063725494,1.703048576,3.293368279,1,1,3,-0.288,0.056,-0.54354447,2.976787952,2.588199268,0.50736803,0.1186551007,0.029001128,0.1788425822,7.407262054,0.4952459,0.23577577,0.15155508,0.0094197523,0.22479802,0.087190822,0.051941365,0.21154013,0.34787622,0.33377999,0.45089999,0.69134486,0.60379511,0.59883213,0,0.6402183878,0.3597816122,0.6037951246,1,1,1,0.64021838,1
2017,0,0.7596371882,0.1428571429,0.02721088435,0.46938777,3.028700436,2.600751905,1,1,5,-0.488,-0.372,0.14453988,4.573633601,3.510846106,0.36570033,0.005017400876,0.053513791,0.2825771658,6.436106087,0.53162724,0.19294205,0.17773995,0.00045746152,0.38747343,0.10549842,0.044799987,0.25984749,0.38120449,0.33959001,0.48460001,1.1430246,0.67420363,0.67542011,0,0.6617675251,0.2809835204,0.6742036133,1,1,1,0.66176754,1
2017,0,0.5112936345,0.1786447639,0.01232032854,0.68377823,2.626644452,3.349522781,1,1,9,-0.35,-0.133,-0.13422869,2.704319104,2.764806717,0.44447812,0.03691081511,0.039426584,0.3805031403,6.877714133,0.46660021,0.15332934,0.15539712,0.00075718487,0.39029315,0.1275461,0.062179238,0.30585542,0.31986788,0.34951001,0.52399999,0.84076226,0.77986681,0.7375809,0,0.7023653914,0.1843547333,0.7798667944,1,2,1,0.7023654,2
2017,0,0.7881944444,0.1041666667,0.05902777778,0.34027779,1.898164212,3.254598537,1,1,3,-0.385,0.01,-0.49114254,2.163320745,3.080186971,0.10128871,0.01577593757,0.045688253,0.3580555549,7.156325794,0.17824931,0.23501994,0.10841328,0.00037551436,0.4261983,0.16533719,0.060702741,0.15749951,0.33756566,0.25261,0.45070001,-1.5450016,1,0.78987819,1,0.6136515913,,0.7473170221,1,5,,0.61365157,5
2017,0,0.7166666667,0.1777777778,0.01666666667,0.35555556,1.919742849,3.305191867,1,1,11,-0.343,-0.142,-0.33427107,3.554451455,2.748670045,0.90429336,0.02195731489,0.063797161,0.687082951,7.656100615,0.42906868,0.19424197,0.15244356,0.00057474448,0.33182341,0.09605661,0.057470549,0.28612939,0.31932288,0.37986001,0.49070001,1.4017471,0.72638392,0.69988,0,0.6011353218,0.139528835,0.7263839153,1,4,3,0.60113531,4
2017,0,0.7023809524,0.04166666667,0.02380952381,0.19047619,2.92076427,3.357772293,1,1,2,-0.296,0.139,-0.0089974171,3.916005234,3.171030903,0.33820918,0.4581900259,0.12718043,0.1552728452,4.498098351,0.38111478,0.26133609,0.10931741,0.0006620803,0.21012291,0.14631155,0.073213913,0.15078445,0.37455982,0.28152001,0.44279999,-1.535172,0.56067538,0.59952879,0,0.4308115788,0.2267270467,0.5606753853,1,2,3,0.43081158,2
2017,0,0.7684729064,0.07389162562,0.05911330049,0.33004925,1.835805758,2.811497689,1,1,10,-0.448,-0.247,-0.27644625,2.468890188,2.607459434,0.039723419,0.08734256917,0.033330061,0.2471456583,4.643836297,0.056502301,0.22062929,0.1399624,0.00059601438,0.35598636,0.11086734,0.06148354,0.1542713,0.36372778,0.26558,0.41859999,-0.8576082,1,0.67963725,1,0.5140557368,0.2392700553,0.6157431716,1,2,1,0.51405573,2
2017,0,0.5140734949,0.09460516028,0.03635652854,0.65871775,2.079654296,3.223892235,1,1,2,-0.375,-0.249,-0.29342252,3.393885226,2.776739829,0.78567511,0,0.045189634,0.5850802055,7.745285445,0.17713031,0.18787251,0.17228979,0.001597906,0.22743645,0.077524357,0.049340293,0.37439138,0.3480843,0.56717998,0.53579998,3.980942,0.66439849,0.68174672,0,0.6915364167,0.3084635833,0.664398475,1,1,1,0.69153643,1
2017,0,0.6001945525,0.09143968872,0.06712062257,0.41439688,2.176737753,3.193666583,1,1,1,-0.572,-0.202,-0.24447483,3.248408201,2.908122397,0.16045845,0,0.058020361,0.09664359422,3.545821542,0.17731155,0.20296903,0.11678769,0.0003819043,0.45282489,0.2160136,0.067767106,0.19748291,0.34206668,0.23127,0.5036,-2.1619322,1,0.85611427,1,0.7758102239,,0.7718339239,1,2,,0.77581024,2
2017,0,0.6027837259,0.06531049251,0.02248394004,0.2987152,2.767458193,2.81471714,1,1,2,-0.366,0.051,-0.043341979,3.590469215,3.003612472,0.34908968,0.4707309719,0.074600533,0.152026655,6.278443067,0.59834182,0.26067513,0.094544217,0.00082350086,0.29488131,0.13639665,0.069648631,0.12383129,0.36368242,0.26141,0.40149999,-1.6916672,0.72390914,0.6899085,0,0.7556739848,0.2443260152,0.7239091233,1,1,1,0.755674,1
2017,0,0.8446601942,0.04368932039,0.03883495146,0.19417475,2.143328315,3.369371286,1,1,3,-0.246,0.059,-0.191551,3.07594198,3.052244758,0.56591868,0.01583246033,0.056753062,0.2353989746,4.699786119,0.26218039,0.21975729,0.21665221,0.0011580288,0.21380769,0.16984901,0.089793466,0.13170919,0.46885467,0.26018,0.51090002,-2.6194973,0.62053937,0.54385495,0,0.5847873793,0.3160535887,0.6205393415,1,1,2,0.58478737,1
2017,0,0.5906735751,0.1683937824,0.02590673575,0.41709843,1.935862294,3.554100666,1,1,4,-0.584,-0.098,-0.35884979,2.939262947,2.6583292,0.36352399,0.07443504725,0.24029323,0.6473491228,7.618100358,0.38361672,0.18783794,0.12819935,0.0005120085,0.31818193,0.16778682,0.060882755,0.23451328,0.33687323,0.31252,0.52499998,-0.48036394,1,0.87615657,1,0.8021052339,0.09130081809,0.811263023,1,2,1,0.80210525,2
